,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.6666666666666666,0.8,3.0
interest,0.7142857142857143,1.0,0.8333333333333334,5.0
jobs,0.9761904761904762,1.0,0.9879518072289156,41.0
macro,0.8333333333333334,0.8,0.8163265306122449,25.0
market,0.0,0.0,0.0,0.0
none,0.90625,0.8787878787878788,0.8923076923076924,33.0
other,0.25,0.5,0.3333333333333333,2.0
prices,1.0,0.3333333333333333,0.5,3.0
retail,0.3333333333333333,1.0,0.5,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8688524590163934,0.8688524590163934,0.8688524590163934,0.8688524590163934
macro avg,0.7284902597402598,0.6720975993703266,0.6512047906195927,122.0
weighted avg,0.9030176619828258,0.8688524590163934,0.8750847639987336,122.0
