,precision,recall,f1-score,support
currency,1.0,0.8,0.8888888888888888,5.0
energy,1.0,0.7,0.8235294117647058,10.0
housing,0.9130434782608695,1.0,0.9545454545454546,21.0
interest,0.75,0.8571428571428571,0.8,14.0
jobs,0.9385964912280702,0.981651376146789,0.9596412556053812,109.0
macro,0.9444444444444444,0.7906976744186046,0.8607594936708861,86.0
market,0.9791666666666666,0.7966101694915254,0.8785046728971962,59.0
none,0.921875,0.9516129032258065,0.9365079365079365,248.0
other,0.3333333333333333,0.6666666666666666,0.4444444444444444,6.0
prices,0.7647058823529411,1.0,0.8666666666666667,13.0
retail,0.42857142857142855,0.75,0.5454545454545454,4.0
wages,0.8,0.75,0.7741935483870968,16.0
accuracy,0.9035532994923858,0.9035532994923858,0.9035532994923858,0.9035532994923858
macro avg,0.8144780604048129,0.8370318039243543,0.8110946932361002,591.0
weighted avg,0.9154897602838703,0.9035532994923858,0.9054812160211112,591.0
