,precision,recall,f1-score,support
currency,0.5,0.5,0.5,2.0
housing,1.0,0.6666666666666666,0.8,3.0
interest,0.7142857142857143,1.0,0.8333333333333334,5.0
jobs,0.9534883720930233,1.0,0.9761904761904762,41.0
macro,0.8518518518518519,0.92,0.8846153846153846,25.0
none,0.9354838709677419,0.8787878787878788,0.90625,33.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,0.3333333333333333,0.5,3.0
retail,0.3333333333333333,1.0,0.5,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8934426229508197,0.8934426229508197,0.8934426229508197,0.8934426229508197
macro avg,0.8288443142531665,0.7513073593073594,0.7400389194139193,122.0
weighted avg,0.911188927859079,0.8934426229508197,0.8916293235453071,122.0
