,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.6666666666666666,0.8,0.7272727272727273,5.0
macro,1.0,0.8260869565217391,0.9047619047619048,23.0
market,1.0,0.9,0.9473684210526315,20.0
none,0.8809523809523809,0.925,0.9024390243902439,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,1.0,1.0,1.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8725490196078431,0.8725490196078431,0.8725490196078431,0.8725490196078431
macro avg,0.5952380952380952,0.5864624505928854,0.5892583706797734,102.0
weighted avg,0.907563025210084,0.8725490196078431,0.8871648710053907,102.0
