,precision,recall,f1-score,support
currency,1.0,0.4,0.5714285714285714,5.0
energy,1.0,0.3,0.46153846153846156,10.0
housing,1.0,0.8571428571428571,0.9230769230769231,21.0
interest,0.7857142857142857,0.7857142857142857,0.7857142857142857,14.0
jobs,0.9619047619047619,0.926605504587156,0.9439252336448598,109.0
macro,0.6728971962616822,0.8372093023255814,0.7461139896373057,86.0
market,0.9354838709677419,0.4915254237288136,0.6444444444444445,59.0
none,0.8231292517006803,0.9758064516129032,0.8929889298892989,248.0
other,0.0,0.0,0.0,6.0
prices,0.5,0.15384615384615385,0.23529411764705882,13.0
retail,0.3333333333333333,0.25,0.2857142857142857,4.0
wages,1.0,0.625,0.7692307692307693,16.0
accuracy,0.8307952622673435,0.8307952622673435,0.8307952622673435,0.8307952622673435
macro avg,0.7510385583235405,0.5502374982464793,0.604955834330522,591.0
weighted avg,0.8339758275267725,0.8307952622673435,0.8137117533806607,591.0
