,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
jobs,1.0,0.75,0.8571428571428571,24.0
macro,1.0,0.75,0.8571428571428571,16.0
market,1.0,1.0,1.0,9.0
none,0.0,0.0,0.0,0.0
other,0.0,0.0,0.0,0.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.0,0.0,0.0,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857
macro avg,0.6388888888888888,0.6111111111111112,0.6190476190476191,56.0
weighted avg,0.9508928571428571,0.7857142857142857,0.8545918367346939,56.0
