,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,0.9090909090909091,1.0,0.9523809523809523,10.0
interest,0.0,0.0,0.0,2.0
jobs,0.6666666666666666,0.8,0.7272727272727272,5.0
macro,1.0,0.8260869565217391,0.9047619047619047,23.0
market,0.85,0.85,0.85,20.0
none,0.9565217391304348,0.9777777777777777,0.967032967032967,45.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8636363636363636
macro avg,0.5382279314888011,0.4953864734299517,0.5068115218115218,110.0
weighted avg,0.8860701880464726,0.8636363636363636,0.8710864892683075,110.0
